datetime,sum vals
2023-04-29 03:22:15,8737567.0
2023-04-29 03:22:30,8632358.0
2023-04-29 03:22:45,8555369.0
2023-04-29 03:23:00,8485992.0
2023-04-29 03:23:15,8434194.0
2023-04-29 03:23:30,8331850.0
2023-04-29 03:23:45,7469947.0
2023-04-29 03:24:00,7369543.0
2023-04-29 03:24:15,7797775.0
2023-04-29 03:24:30,7884950.0
2023-04-29 03:24:45,8495036.0
2023-04-29 03:25:00,6960758.0
