Time,Node Power (W),IB Switch Power AC estimated (W),Total Power (W)
2023-04-28 22:21:05,196253,2470,198723
2023-04-28 22:21:06,196216,2470,198686
2023-04-28 22:21:07,195106,2470,197576
2023-04-28 22:21:08,194071,2470,196541
2023-04-28 22:21:09,194219,2470,196689
2023-04-28 22:21:10,193443,2470,195913
2023-04-28 22:21:11,194441,2470,196911
2023-04-28 22:21:12,194848,2470,197318
2023-04-28 22:21:13,194737,2470,197207
2023-04-28 22:21:14,194515,2470,196985
2023-04-28 22:21:15,195217,2470,197687
2023-04-28 22:21:16,195772,2470,198242
2023-04-28 22:21:17,195698,2470,198168
2023-04-28 22:21:18,195032,2470,197502
2023-04-28 22:21:19,193627,2470,196097
2023-04-28 22:21:20,193406,2470,195876
2023-04-28 22:21:21,194330,2470,196800
2023-04-28 22:21:22,194774,2470,197244
2023-04-28 22:21:23,195180,2470,197650
2023-04-28 22:21:24,194995,2470,197465
2023-04-28 22:21:25,195143,2470,197613
2023-04-28 22:21:26,195254,2470,197724
2023-04-28 22:21:27,195587,2470,198057
2023-04-28 22:21:28,195217,2470,197687
2023-04-28 22:21:29,193554,2470,196024
2023-04-28 22:21:30,192962,2470,195432
2023-04-28 22:21:31,191779,2470,194249
2023-04-28 22:21:32,190744,2470,193214
2023-04-28 22:21:33,190226,2470,192696
2023-04-28 22:21:34,190226,2470,192696
2023-04-28 22:21:35,191002,2470,193472
2023-04-28 22:21:36,191409,2470,193879
2023-04-28 22:21:37,193480,2470,195950
2023-04-28 22:21:38,194182,2470,196652
2023-04-28 22:21:39,192001,2470,194471
2023-04-28 22:21:40,190300,2470,192770
2023-04-28 22:21:41,189523,2470,191993
2023-04-28 22:21:42,189450,2470,191920
2023-04-28 22:21:43,187971,2470,190441
2023-04-28 22:21:44,189339,2470,191809
2023-04-28 22:21:45,188673,2470,191143
2023-04-28 22:21:46,189043,2470,191513
2023-04-28 22:21:47,189191,2470,191661
2023-04-28 22:21:48,190115,2470,192585
2023-04-28 22:21:49,189856,2470,192326
2023-04-28 22:21:50,187342,2470,189812
2023-04-28 22:21:51,186307,2470,188777
2023-04-28 22:21:52,186640,2470,189110
2023-04-28 22:21:53,186566,2470,189036
2023-04-28 22:21:54,183201,2470,185671
2023-04-28 22:21:55,181796,2470,184266
2023-04-28 22:21:56,181168,2470,183638
2023-04-28 22:21:57,181944,2470,184414
2023-04-28 22:21:58,182240,2470,184710
2023-04-28 22:21:59,183275,2470,185745
2023-04-28 22:22:00,183719,2470,186189
2023-04-28 22:22:01,184532,2470,187002
2023-04-28 22:22:02,185382,2470,187852
2023-04-28 22:22:03,183460,2470,185930
2023-04-28 22:22:04,182314,2470,184784
2023-04-28 22:22:05,181759,2470,184229
2023-04-28 22:22:06,182240,2470,184710
2023-04-28 22:22:07,182610,2470,185080
2023-04-28 22:22:08,179060,2470,181530
2023-04-28 22:22:09,177359,2470,179829
2023-04-28 22:22:10,177988,2470,180458
2023-04-28 22:22:12,173995,2470,176465
2023-04-28 22:22:12,177027,2470,179497
2023-04-28 22:22:13,178469,2470,180939
2023-04-28 22:22:14,176324,2470,178794
2023-04-28 22:22:15,175548,2470,178018
2023-04-28 22:22:16,176213,2470,178683
2023-04-28 22:22:17,176435,2470,178905
2023-04-28 22:22:18,177248,2470,179718
2023-04-28 22:22:19,177359,2470,179829
2023-04-28 22:22:20,175806,2470,178276
2023-04-28 22:22:21,174180,2470,176650
2023-04-28 22:22:22,171407,2470,173877
2023-04-28 22:22:23,170482,2470,172952
2023-04-28 22:22:24,171481,2470,173951
2023-04-28 22:22:25,171998,2470,174468
2023-04-28 22:22:26,172072,2470,174542
2023-04-28 22:22:27,172183,2470,174653
2023-04-28 22:22:28,171813,2470,174283
2023-04-28 22:22:29,172849,2470,175319
2023-04-28 22:22:30,171148,2470,173618
2023-04-28 22:22:31,168819,2470,171289
2023-04-28 22:22:32,169595,2470,172065
2023-04-28 22:22:33,169558,2470,172028
2023-04-28 22:22:34,170334,2470,172804
2023-04-28 22:22:35,171739,2470,174209
2023-04-28 22:22:36,169595,2470,172065
2023-04-28 22:22:37,168412,2470,170882
2023-04-28 22:22:38,167598,2470,170068
2023-04-28 22:22:39,168893,2470,171363
2023-04-28 22:22:40,168819,2470,171289
2023-04-28 22:22:41,170815,2470,173285
2023-04-28 22:22:42,168301,2470,170771
2023-04-28 22:22:43,165121,2470,167591
2023-04-28 22:22:44,164197,2470,166667
2023-04-28 22:22:45,162903,2470,165373
2023-04-28 22:22:46,158910,2470,161380
2023-04-28 22:22:47,158096,2470,160566
2023-04-28 22:22:48,156396,2470,158866
2023-04-28 22:22:49,158281,2470,160751
2023-04-28 22:22:50,156987,2470,159457
2023-04-28 22:22:51,159058,2470,161528
2023-04-28 22:22:52,158910,2470,161380
2023-04-28 22:22:53,157986,2470,160456
2023-04-28 22:22:54,156913,2470,159383
2023-04-28 22:22:55,156396,2470,158866
2023-04-28 22:22:56,152329,2470,154799
2023-04-28 22:22:57,153179,2470,155649
2023-04-28 22:22:58,151219,2470,153689
2023-04-28 22:22:59,150628,2470,153098
2023-04-28 22:23:00,149556,2470,152026
2023-04-28 22:23:01,149593,2470,152063
2023-04-28 22:23:02,148114,2470,150584
2023-04-28 22:23:03,145230,2470,147700
2023-04-28 22:23:04,145267,2470,147737
2023-04-28 22:23:05,144453,2470,146923
2023-04-28 22:23:06,145895,2470,148365
2023-04-28 22:23:07,145378,2470,147848
2023-04-28 22:23:08,144195,2470,146665
2023-04-28 22:23:09,141828,2470,144298
2023-04-28 22:23:10,141015,2470,143485
2023-04-28 22:23:11,140202,2470,142672
2023-04-28 22:23:12,141902,2470,144372
2023-04-28 22:23:13,140682,2470,143152
2023-04-28 22:23:14,138353,2470,140823
2023-04-28 22:23:15,138427,2470,140897
2023-04-28 22:23:16,132696,2470,135166
2023-04-28 22:23:17,132252,2470,134722
2023-04-28 22:23:18,131883,2470,134353
2023-04-28 22:23:19,129738,2470,132208
2023-04-28 22:23:20,129184,2470,131654
2023-04-28 22:23:21,126854,2470,129324
2023-04-28 22:23:22,126854,2470,129324
2023-04-28 22:23:23,127742,2470,130212
2023-04-28 22:23:24,122196,2470,124666
2023-04-28 22:23:25,122824,2470,125294
2023-04-28 22:23:26,123046,2470,125516
2023-04-28 22:23:27,122085,2470,124555
2023-04-28 22:23:28,120458,2470,122928
2023-04-28 22:23:29,119275,2470,121745
2023-04-28 22:23:30,116761,2470,119231
2023-04-28 22:23:31,114986,2470,117456
2023-04-28 22:23:32,113211,2470,115681
2023-04-28 22:23:33,110438,2470,112908
2023-04-28 22:23:34,108774,2470,111244
2023-04-28 22:23:35,106926,2470,109396
2023-04-28 22:23:36,105299,2470,107769
2023-04-28 22:23:37,104190,2470,106660
2023-04-28 22:23:38,103302,2470,105772
2023-04-28 22:23:39,101380,2470,103850
2023-04-28 22:23:40,100382,2470,102852
2023-04-28 22:23:41,99088,2470,101558
2023-04-28 22:23:42,96462,2470,98932
2023-04-28 22:23:43,94577,2470,97047
2023-04-28 22:23:44,94133,2470,96603
2023-04-28 22:23:45,91434,2470,93904
2023-04-28 22:23:46,90103,2470,92573
2023-04-28 22:23:47,91878,2470,94348
2023-04-28 22:23:48,95538,2470,98008
2023-04-28 22:23:49,108885,2470,111355
2023-04-28 22:23:50,146931,2470,149401
2023-04-28 22:23:51,168042,2470,170512
2023-04-28 22:23:52,177285,2470,179755
2023-04-28 22:23:53,181796,2470,184266
2023-04-28 22:23:54,184828,2470,187298
2023-04-28 22:23:55,185235,2470,187705
2023-04-28 22:23:56,185050,2470,187520
2023-04-28 22:23:57,184828,2470,187298
2023-04-28 22:23:58,185419,2470,187889
2023-04-28 22:23:59,184310,2470,186780
2023-04-28 22:24:00,181205,2470,183675
2023-04-28 22:24:01,178616,2470,181086
2023-04-28 22:24:02,176916,2470,179386
2023-04-28 22:24:03,176990,2470,179460
2023-04-28 22:24:04,184162,2470,186632
2023-04-28 22:24:05,186233,2470,188703
2023-04-28 22:24:06,188562,2470,191032
2023-04-28 22:24:07,189413,2470,191883
2023-04-28 22:24:08,189782,2470,192252
2023-04-28 22:24:09,189117,2470,191587
2023-04-28 22:24:10,189302,2470,191772
2023-04-28 22:24:11,190189,2470,192659
2023-04-28 22:24:12,190965,2470,193435
2023-04-28 22:24:13,191261,2470,193731
2023-04-28 22:24:14,190374,2470,192844
2023-04-28 22:24:15,190337,2470,192807
2023-04-28 22:24:16,189930,2470,192400
2023-04-28 22:24:17,189634,2470,192104
2023-04-28 22:24:18,190670,2470,193140
2023-04-28 22:24:19,191520,2470,193990
2023-04-28 22:24:20,191298,2470,193768
2023-04-28 22:24:21,191927,2470,194397
2023-04-28 22:24:22,192333,2470,194803
2023-04-28 22:24:23,192149,2470,194619
2023-04-28 22:24:24,193443,2470,195913
2023-04-28 22:24:25,191890,2470,194360
2023-04-28 22:24:26,191520,2470,193990
2023-04-28 22:24:27,190818,2470,193288
2023-04-28 22:24:28,191372,2470,193842
2023-04-28 22:24:29,192001,2470,194471
2023-04-28 22:24:30,192703,2470,195173
2023-04-28 22:24:31,193443,2470,195913
2023-04-28 22:24:32,192555,2470,195025
2023-04-28 22:24:33,193627,2470,196097
2023-04-28 22:24:34,194922,2470,197392
2023-04-28 22:24:35,196290,2470,198760
2023-04-28 22:24:36,196253,2470,198723
2023-04-28 22:24:37,196437,2470,198907
2023-04-28 22:24:38,196511,2470,198981
2023-04-28 22:24:39,197029,2470,199499
2023-04-28 22:24:40,196733,2470,199203
2023-04-28 22:24:41,197547,2470,200017
2023-04-28 22:24:42,195920,2470,198390
2023-04-28 22:24:43,196290,2470,198760
2023-04-28 22:24:44,195513,2470,197983
2023-04-28 22:24:45,196326,2470,198796
2023-04-28 22:24:46,197288,2470,199758
2023-04-28 22:24:47,197214,2470,199684
2023-04-28 22:24:48,197584,2470,200054
2023-04-28 22:24:49,197990,2470,200460
2023-04-28 22:24:50,197436,2470,199906
2023-04-28 22:24:51,197842,2470,200312
2023-04-28 22:24:52,197584,2470,200054
2023-04-28 22:24:53,194811,2470,197281
2023-04-28 22:24:54,195217,2470,197687
2023-04-28 22:24:55,195513,2470,197983
2023-04-28 22:24:56,195920,2470,198390
2023-04-28 22:24:57,196622,2470,199092
2023-04-28 22:24:58,196179,2470,198649
2023-04-28 22:24:59,196216,2470,198686
2023-04-28 22:25:00,196992,2470,199462
2023-04-28 22:25:01,197140,2470,199610
2023-04-28 22:25:02,195439,2470,197909
2023-04-28 22:25:03,196770,2470,199240
2023-04-28 22:25:04,197325,2470,199795
2023-04-28 22:25:05,197658,2470,200128
2023-04-28 22:25:06,197214,2470,199684
2023-04-28 22:25:07,198582,2470,201052
2023-04-28 22:25:08,197177,2470,199647
2023-04-28 22:25:09,196733,2470,199203
2023-04-28 22:25:10,197029,2470,199499
2023-04-28 22:25:11,196659,2470,199129
2023-04-28 22:25:12,196179,2470,198649
2023-04-28 22:25:13,195920,2470,198390
2023-04-28 22:25:14,196659,2470,199129
2023-04-28 22:25:15,196696,2470,199166
2023-04-28 22:25:16,197288,2470,199758
2023-04-28 22:25:17,195624,2470,198094
2023-04-28 22:25:18,195772,2470,198242
2023-04-28 22:25:19,195661,2470,198131
2023-04-28 22:25:20,194922,2470,197392
2023-04-28 22:25:21,193664,2470,196134
2023-04-28 22:25:22,194774,2470,197244
2023-04-28 22:25:23,194811,2470,197281
2023-04-28 22:25:24,195513,2470,197983
2023-04-28 22:25:25,194885,2470,197355
2023-04-28 22:25:26,195883,2470,198353
2023-04-28 22:25:27,196437,2470,198907
2023-04-28 22:25:28,196142,2470,198612
2023-04-28 22:25:29,196585,2470,199055
2023-04-28 22:25:30,196068,2470,198538
2023-04-28 22:25:31,195809,2470,198279
2023-04-28 22:25:32,195254,2470,197724
2023-04-28 22:25:33,195180,2470,197650
2023-04-28 22:25:34,195032,2470,197502
2023-04-28 22:25:35,195143,2470,197613
2023-04-28 22:25:36,194626,2470,197096
2023-04-28 22:25:37,194108,2470,196578
2023-04-28 22:25:38,194811,2470,197281
2023-04-28 22:25:39,193960,2470,196430
2023-04-28 22:25:40,194219,2470,196689
2023-04-28 22:25:41,192186,2470,194656
2023-04-28 22:25:42,192851,2470,195321
2023-04-28 22:25:43,194219,2470,196689
2023-04-28 22:25:44,194441,2470,196911
2023-04-28 22:25:45,194958,2470,197428
2023-04-28 22:25:46,194071,2470,196541
2023-04-28 22:25:47,194404,2470,196874
2023-04-28 22:25:48,193775,2470,196245
2023-04-28 22:25:49,192962,2470,195432
2023-04-28 22:25:50,193590,2470,196060
2023-04-28 22:25:51,192814,2470,195284
2023-04-28 22:25:52,193812,2470,196282
2023-04-28 22:25:53,193886,2470,196356
2023-04-28 22:25:54,193332,2470,195802
2023-04-28 22:25:55,193701,2470,196171
2023-04-28 22:25:56,193221,2470,195691
2023-04-28 22:25:57,193147,2470,195617
2023-04-28 22:25:58,193443,2470,195913
2023-04-28 22:25:59,194034,2470,196504
2023-04-28 22:26:00,195032,2470,197502
2023-04-28 22:26:01,194885,2470,197355
2023-04-28 22:26:02,194811,2470,197281
2023-04-28 22:26:03,194478,2470,196948
2023-04-28 22:26:04,193775,2470,196245
2023-04-28 22:26:05,193960,2470,196430
2023-04-28 22:26:06,193554,2470,196024
2023-04-28 22:26:07,194256,2470,196726
2023-04-28 22:26:08,195735,2470,198205
2023-04-28 22:26:09,194626,2470,197096
2023-04-28 22:26:10,195180,2470,197650
2023-04-28 22:26:11,195513,2470,197983
2023-04-28 22:26:12,194219,2470,196689
2023-04-28 22:26:13,193332,2470,195802
2023-04-28 22:26:14,192666,2470,195136
2023-04-28 22:26:15,191705,2470,194175
2023-04-28 22:26:16,191335,2470,193805
2023-04-28 22:26:17,193406,2470,195876
2023-04-28 22:26:18,193443,2470,195913
2023-04-28 22:26:19,194774,2470,197244
2023-04-28 22:26:20,194995,2470,197465
2023-04-28 22:26:21,195180,2470,197650
2023-04-28 22:26:22,194885,2470,197355
2023-04-28 22:26:23,193554,2470,196024
2023-04-28 22:26:24,193295,2470,195765
2023-04-28 22:26:25,193036,2470,195506
2023-04-28 22:26:26,193960,2470,196430
2023-04-28 22:26:27,194478,2470,196948
2023-04-28 22:26:28,194958,2470,197428
2023-04-28 22:26:29,195476,2470,197946
2023-04-28 22:26:30,195513,2470,197983
2023-04-28 22:26:31,196068,2470,198538
2023-04-28 22:26:32,196105,2470,198575
2023-04-28 22:26:33,195883,2470,198353
2023-04-28 22:26:34,195180,2470,197650
2023-04-28 22:26:35,193258,2470,195728
2023-04-28 22:26:36,192814,2470,195284
2023-04-28 22:26:37,192851,2470,195321
2023-04-28 22:26:38,191372,2470,193842
2023-04-28 22:26:39,192186,2470,194656
2023-04-28 22:26:40,191261,2470,193731
2023-04-28 22:26:41,191446,2470,193916
2023-04-28 22:26:42,191594,2470,194064
2023-04-28 22:26:43,192666,2470,195136
2023-04-28 22:26:44,193221,2470,195691
2023-04-28 22:26:45,191742,2470,194212
2023-04-28 22:26:46,191261,2470,193731
2023-04-28 22:26:47,188784,2470,191254
2023-04-28 22:26:48,189634,2470,192104
2023-04-28 22:26:49,189376,2470,191846
2023-04-28 22:26:50,188266,2470,190736
2023-04-28 22:26:51,189043,2470,191513
2023-04-28 22:26:52,189376,2470,191846
2023-04-28 22:26:53,188710,2470,191180
2023-04-28 22:26:54,188451,2470,190921
2023-04-28 22:26:55,188784,2470,191254
2023-04-28 22:26:56,190522,2470,192992
2023-04-28 22:26:57,192444,2470,194914
2023-04-28 22:26:58,192555,2470,195025
2023-04-28 22:26:59,192592,2470,195062
2023-04-28 22:27:00,190854,2470,193324
2023-04-28 22:27:01,188710,2470,191180
2023-04-28 22:27:02,188008,2470,190478
2023-04-28 22:27:03,187342,2470,189812
2023-04-28 22:27:04,187786,2470,190256
2023-04-28 22:27:05,187157,2470,189627
2023-04-28 22:27:06,189117,2470,191587
2023-04-28 22:27:07,186677,2470,189147
2023-04-28 22:27:08,186824,2470,189294
2023-04-28 22:27:09,185900,2470,188370
2023-04-28 22:27:10,184199,2470,186669
2023-04-28 22:27:11,184162,2470,186632
2023-04-28 22:27:12,184606,2470,187076
2023-04-28 22:27:13,186048,2470,188518
2023-04-28 22:27:14,185974,2470,188444
2023-04-28 22:27:15,186307,2470,188777
2023-04-28 22:27:16,186787,2470,189257
2023-04-28 22:27:17,185863,2470,188333
2023-04-28 22:27:18,185641,2470,188111
2023-04-28 22:27:19,182646,2470,185116
2023-04-28 22:27:20,182240,2470,184710
2023-04-28 22:27:21,181611,2470,184081
2023-04-28 22:27:22,182092,2470,184562
2023-04-28 22:27:23,181168,2470,183638
2023-04-28 22:27:24,181722,2470,184192
2023-04-28 22:27:25,178949,2470,181419
2023-04-28 22:27:26,179356,2470,181826
2023-04-28 22:27:27,178986,2470,181456
2023-04-28 22:27:28,179245,2470,181715
2023-04-28 22:27:29,178395,2470,180865
2023-04-28 22:27:30,177618,2470,180088
2023-04-28 22:27:31,176731,2470,179201
2023-04-28 22:27:32,177988,2470,180458
2023-04-28 22:27:33,179208,2470,181678
2023-04-28 22:27:34,181278,2470,183748
2023-04-28 22:27:35,179097,2470,181567
2023-04-28 22:27:36,177470,2470,179940
2023-04-28 22:27:37,178025,2470,180495
2023-04-28 22:27:38,176657,2470,179127
2023-04-28 22:27:39,174512,2470,176982
2023-04-28 22:27:41,174586,2470,177056
2023-04-28 22:27:41,171998,2470,174468
2023-04-28 22:27:42,172886,2470,175356
2023-04-28 22:27:43,174106,2470,176576
2023-04-28 22:27:44,173847,2470,176317
2023-04-28 22:27:45,170334,2470,172804
2023-04-28 22:27:46,170371,2470,172841
2023-04-28 22:27:47,168819,2470,171289
2023-04-28 22:27:48,164789,2470,167259
2023-04-28 22:27:49,169373,2470,171843
2023-04-28 22:27:50,168301,2470,170771
2023-04-28 22:27:51,171222,2470,173692
2023-04-28 22:27:52,168190,2470,170660
2023-04-28 22:27:53,165084,2470,167554
2023-04-28 22:27:54,163051,2470,165521
2023-04-28 22:27:55,163901,2470,166371
2023-04-28 22:27:56,164715,2470,167185
2023-04-28 22:27:57,163014,2470,165484
2023-04-28 22:27:58,165010,2470,167480
2023-04-28 22:27:59,165491,2470,167961
2023-04-28 22:28:00,166674,2470,169144
2023-04-28 22:28:02,164641,2470,167111
2023-04-28 22:28:02,163605,2470,166075
2023-04-28 22:28:03,162459,2470,164929
2023-04-28 22:28:04,163753,2470,166223
2023-04-28 22:28:05,163827,2470,166297
2023-04-28 22:28:06,161535,2470,164005
2023-04-28 22:28:07,159575,2470,162045
2023-04-28 22:28:08,157283,2470,159753
2023-04-28 22:28:09,157653,2470,160123
2023-04-28 22:28:10,156544,2470,159014
2023-04-28 22:28:11,154806,2470,157276
2023-04-28 22:28:12,156839,2470,159309
2023-04-28 22:28:13,151700,2470,154170
2023-04-28 22:28:14,152550,2470,155020
2023-04-28 22:28:15,150924,2470,153394
2023-04-28 22:28:16,152181,2470,154651
2023-04-28 22:28:17,153290,2470,155760
2023-04-28 22:28:18,151589,2470,154059
2023-04-28 22:28:19,151441,2470,153911
2023-04-28 22:28:20,149814,2470,152284
2023-04-28 22:28:21,148816,2470,151286
2023-04-28 22:28:22,147855,2470,150325
2023-04-28 22:28:23,148114,2470,150584
2023-04-28 22:28:24,146598,2470,149068
2023-04-28 22:28:25,145747,2470,148217
2023-04-28 22:28:26,144860,2470,147330
2023-04-28 22:28:27,143751,2470,146221
2023-04-28 22:28:28,142753,2470,145223
2023-04-28 22:28:29,140867,2470,143337
2023-04-28 22:28:31,136874,2470,139344
2023-04-28 22:28:31,135580,2470,138050
2023-04-28 22:28:32,136319,2470,138789
2023-04-28 22:28:33,133768,2470,136238
2023-04-28 22:28:34,132622,2470,135092
2023-04-28 22:28:35,130847,2470,133317
2023-04-28 22:28:36,131957,2470,134427
2023-04-28 22:28:37,131698,2470,134168
2023-04-28 22:28:38,132141,2470,134611
2023-04-28 22:28:39,129997,2470,132467
2023-04-28 22:28:40,127150,2470,129620
2023-04-28 22:28:41,127224,2470,129694
2023-04-28 22:28:42,125634,2470,128104
2023-04-28 22:28:44,121826,2470,124296
2023-04-28 22:28:44,121123,2470,123593
2023-04-28 22:28:45,118461,2470,120931
2023-04-28 22:28:47,117833,2470,120303
2023-04-28 22:28:47,118092,2470,120562
2023-04-28 22:28:48,117352,2470,119822
2023-04-28 22:28:49,116465,2470,118935
2023-04-28 22:28:51,114099,2470,116569
2023-04-28 22:28:52,112176,2470,114646
2023-04-28 22:28:53,111141,2470,113611
2023-04-28 22:28:53,108996,2470,111466
2023-04-28 22:28:54,107665,2470,110135
2023-04-28 22:28:56,106223,2470,108693
2023-04-28 22:28:56,105114,2470,107584
2023-04-28 22:28:57,104412,2470,106882
2023-04-28 22:28:58,101787,2470,104257
2023-04-28 22:28:59,99309,2470,101779
2023-04-28 22:29:00,96536,2470,99006
2023-04-28 22:29:02,95390,2470,97860
2023-04-28 22:29:03,93690,2470,96160
2023-04-28 22:29:04,91841,2470,94311
2023-04-28 22:29:05,90177,2470,92647
2023-04-28 22:29:06,88661,2470,91131
2023-04-28 22:29:07,87959,2470,90429
2023-04-28 22:29:08,85962,2470,88432
2023-04-28 22:29:09,83892,2470,86362
2023-04-28 22:29:10,80120,2470,82590
2023-04-28 22:29:11,78198,2470,80668
2023-04-28 22:29:11,73835,2470,76305
2023-04-28 22:29:12,70138,2470,72608
2023-04-28 22:29:14,67476,2470,69946
2023-04-28 22:29:15,66477,2470,68947
2023-04-28 22:29:16,66293,2470,68763
2023-04-28 22:29:17,65553,2470,68023
2023-04-28 22:29:18,65368,2470,67838
2023-04-28 22:29:19,64518,2470,66988
2023-04-28 22:29:19,64481,2470,66951
2023-04-28 22:29:21,64481,2470,66951
2023-04-28 22:29:22,64407,2470,66877
2023-04-28 22:29:23,64148,2470,66618
2023-04-28 22:29:24,64000,2470,66470
2023-04-28 22:29:25,63704,2470,66174
2023-04-28 22:29:26,63446,2470,65916
2023-04-28 22:29:27,63187,2470,65657
2023-04-28 22:29:28,63150,2470,65620
2023-04-28 22:29:29,62965,2470,65435
2023-04-28 22:29:30,62965,2470,65435
2023-04-28 22:29:31,62817,2470,65287
2023-04-28 22:29:32,62632,2470,65102
2023-04-28 22:29:33,62632,2470,65102
2023-04-28 22:29:34,62632,2470,65102
2023-04-28 22:29:35,62189,2470,64659
2023-04-28 22:29:36,62041,2470,64511
2023-04-28 22:29:37,62078,2470,64548
2023-04-28 22:29:38,61930,2470,64400
2023-04-28 22:29:39,61856,2470,64326
2023-04-28 22:29:40,61782,2470,64252
2023-04-28 22:29:41,61745,2470,64215
2023-04-28 22:29:42,61708,2470,64178
2023-04-28 22:29:43,61560,2470,64030
2023-04-28 22:29:44,61412,2470,63882
2023-04-28 22:29:45,61338,2470,63808
2023-04-28 22:29:46,61301,2470,63771
2023-04-28 22:29:47,61227,2470,63697
2023-04-28 22:29:48,61264,2470,63734
2023-04-28 22:29:49,61153,2470,63623
2023-04-28 22:29:50,61116,2470,63586
2023-04-28 22:29:51,60784,2470,63254
2023-04-28 22:29:52,60673,2470,63143
2023-04-28 22:29:53,60562,2470,63032
2023-04-28 22:29:54,60599,2470,63069
2023-04-28 22:29:55,60525,2470,62995
2023-04-28 22:29:56,60451,2470,62921
2023-04-28 22:29:57,60266,2470,62736
2023-04-28 22:29:58,60303,2470,62773
2023-04-28 22:29:59,60229,2470,62699
2023-04-28 22:30:00,60118,2470,62588
2023-04-28 22:30:01,60155,2470,62625
2023-04-28 22:30:02,60118,2470,62588
2023-04-28 22:30:03,60081,2470,62551
2023-04-28 22:30:04,60007,2470,62477
2023-04-28 22:30:05,59970,2470,62440
2023-04-28 22:30:06,59785,2470,62255
2023-04-28 22:30:07,59674,2470,62144
2023-04-28 22:30:08,59748,2470,62218
2023-04-28 22:30:09,59674,2470,62144
2023-04-28 22:30:10,59674,2470,62144
2023-04-28 22:30:11,59600,2470,62070
2023-04-28 22:30:12,59563,2470,62033
2023-04-28 22:30:13,59526,2470,61996
2023-04-28 22:30:14,59526,2470,61996
2023-04-28 22:30:15,59526,2470,61996
2023-04-28 22:30:16,59526,2470,61996
2023-04-28 22:30:17,59490,2470,61960
2023-04-28 22:30:18,59490,2470,61960
2023-04-28 22:30:19,59490,2470,61960
2023-04-28 22:30:20,59490,2470,61960
2023-04-28 22:30:21,59563,2470,62033
2023-04-28 22:30:22,59453,2470,61923
2023-04-28 22:30:23,59453,2470,61923
2023-04-28 22:30:24,59342,2470,61812
2023-04-28 22:30:25,59194,2470,61664
2023-04-28 22:30:26,59194,2470,61664
2023-04-28 22:30:27,59157,2470,61627
2023-04-28 22:30:28,59120,2470,61590
2023-04-28 22:30:29,59120,2470,61590
2023-04-28 22:30:30,59120,2470,61590
2023-04-28 22:30:31,59083,2470,61553
2023-04-28 22:30:32,59120,2470,61590
2023-04-28 22:30:33,59083,2470,61553
2023-04-28 22:30:34,59009,2470,61479
2023-04-28 22:30:35,58972,2470,61442
2023-04-28 22:30:36,58935,2470,61405
2023-04-28 22:30:37,58935,2470,61405
2023-04-28 22:30:38,58935,2470,61405
2023-04-28 22:30:39,58972,2470,61442
2023-04-28 22:30:40,58972,2470,61442
2023-04-28 22:30:41,58750,2470,61220
2023-04-28 22:30:42,58787,2470,61257
2023-04-28 22:30:43,58750,2470,61220
2023-04-28 22:30:44,58750,2470,61220
2023-04-28 22:30:45,58676,2470,61146
2023-04-28 22:30:46,58676,2470,61146
2023-04-28 22:30:47,58639,2470,61109
2023-04-28 22:30:48,58602,2470,61072
2023-04-28 22:30:49,58602,2470,61072
2023-04-28 22:30:50,58528,2470,60998
2023-04-28 22:30:51,58454,2470,60924
2023-04-28 22:30:52,58454,2470,60924
2023-04-28 22:30:53,58380,2470,60850
2023-04-28 22:30:54,58380,2470,60850
2023-04-28 22:30:55,58417,2470,60887
2023-04-28 22:30:56,58380,2470,60850
2023-04-28 22:30:57,58380,2470,60850
2023-04-28 22:30:58,58380,2470,60850
2023-04-28 22:30:59,58417,2470,60887
2023-04-28 22:31:00,58565,2470,61035
2023-04-28 22:31:01,58565,2470,61035
2023-04-28 22:31:02,58565,2470,61035
2023-04-28 22:31:03,58639,2470,61109
2023-04-28 22:31:04,58565,2470,61035
2023-04-28 22:31:05,58454,2470,60924
2023-04-28 22:31:06,58491,2470,60961
2023-04-28 22:31:07,58343,2470,60813
2023-04-28 22:31:08,58306,2470,60776
2023-04-28 22:31:09,58417,2470,60887
2023-04-28 22:31:10,58417,2470,60887
2023-04-28 22:31:11,58343,2470,60813
2023-04-28 22:31:12,58417,2470,60887
2023-04-28 22:31:13,58380,2470,60850
2023-04-28 22:31:14,58343,2470,60813
2023-04-28 22:31:15,58343,2470,60813
2023-04-28 22:31:16,58269,2470,60739
2023-04-28 22:31:17,58269,2470,60739
2023-04-28 22:31:18,58269,2470,60739
2023-04-28 22:31:19,58343,2470,60813
2023-04-28 22:31:20,58343,2470,60813
2023-04-28 22:31:21,58343,2470,60813
2023-04-28 22:31:22,58380,2470,60850
2023-04-28 22:31:23,58306,2470,60776
2023-04-28 22:31:24,58306,2470,60776
2023-04-28 22:31:25,58269,2470,60739
2023-04-28 22:31:26,58306,2470,60776
2023-04-28 22:31:27,58269,2470,60739
2023-04-28 22:31:28,58195,2470,60665
2023-04-28 22:31:29,58122,2470,60592
2023-04-28 22:31:30,58085,2470,60555
2023-04-28 22:31:31,58048,2470,60518
2023-04-28 22:31:32,58085,2470,60555
2023-04-28 22:31:33,58085,2470,60555
2023-04-28 22:31:34,58122,2470,60592
2023-04-28 22:31:35,58085,2470,60555
2023-04-28 22:31:36,58048,2470,60518
2023-04-28 22:31:37,58048,2470,60518
2023-04-28 22:31:38,58048,2470,60518
2023-04-28 22:31:39,58048,2470,60518
