timestamp,barnard.hpc.energy
2023-05-12T01:03:30.280447+00:00,1112158288237.6802
2023-05-12T01:03:31.280647+00:00,1112158830164.4
2023-05-12T01:03:32.281277+00:00,1112159368773.72
2023-05-12T01:03:33.280550+00:00,1112159906836.56
2023-05-12T01:03:34.279672+00:00,1112160444859.8
2023-05-12T01:03:35.280842+00:00,1112160982863.6
2023-05-12T01:03:36.280951+00:00,1112161461833.1602
2023-05-12T01:03:37.279107+00:00,1112161840438.68
2023-05-12T01:03:38.280241+00:00,1112162189307.12
2023-05-12T01:03:39.280375+00:00,1112162537785.68
2023-05-12T01:03:40.280624+00:00,1112162886120.9602
2023-05-12T01:03:41.280379+00:00,1112163234383.1602
2023-05-12T01:03:42.280429+00:00,1112163582499.2
2023-05-12T01:03:43.280864+00:00,1112163930592.2002
2023-05-12T01:03:44.279699+00:00,1112164278730.92
2023-05-12T01:03:45.280842+00:00,1112164626826.08
2023-05-12T01:03:46.280838+00:00,1112164979988.5999
2023-05-12T01:03:47.280720+00:00,1112165579520.0
2023-05-12T01:03:48.280708+00:00,1112166149491.08
2023-05-12T01:03:49.280759+00:00,1112166692464.68
2023-05-12T01:03:50.280522+00:00,1112167233638.64
2023-05-12T01:03:51.280342+00:00,1112167773200.88
2023-05-12T01:03:52.280762+00:00,1112168311411.3198
2023-05-12T01:03:53.280692+00:00,1112168848511.8801
2023-05-12T01:03:54.279764+00:00,1112169384759.6
2023-05-12T01:03:55.280610+00:00,1112169920158.0798
2023-05-12T01:03:56.281102+00:00,1112170454918.28
2023-05-12T01:03:57.280894+00:00,1112170951710.72
2023-05-12T01:03:58.280498+00:00,1112171423756.04
2023-05-12T01:03:59.280330+00:00,1112171878493.28
2023-05-12T01:04:00.280931+00:00,1112172322076.6401
2023-05-12T01:04:01.281071+00:00,1112172745295.52
2023-05-12T01:04:02.280683+00:00,1112173167732.8398
2023-05-12T01:04:03.279293+00:00,1112173588361.16
2023-05-12T01:04:04.280795+00:00,1112174005137.48
2023-05-12T01:04:05.280831+00:00,1112174421480.72
2023-05-12T01:04:06.280829+00:00,1112174837489.88
2023-05-12T01:04:07.281230+00:00,1112175240942.6
2023-05-12T01:04:08.281237+00:00,1112175642452.04
2023-05-12T01:04:09.281018+00:00,1112176043643.24
2023-05-12T01:04:10.280904+00:00,1112176438885.8
2023-05-12T01:04:11.280803+00:00,1112176830718.08
2023-05-12T01:04:12.280794+00:00,1112177222362.44
2023-05-12T01:04:13.280982+00:00,1112177594313.3599
2023-05-12T01:04:14.279646+00:00,1112177947260.24
2023-05-12T01:04:15.280675+00:00,1112178299587.92
2023-05-12T01:04:16.280323+00:00,1112178651870.96
2023-05-12T01:04:17.281505+00:00,1112179004126.6401
2023-05-12T01:04:18.280440+00:00,1112179356281.52
